弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
2377.91700,1,25,16777215,Wed Jul 22 14:53:29 2020,0,db70abea,35787183024504835,1
2373.09400,1,25,16777215,Wed Jul 22 14:53:37 2020,0,c131f6be,35787187117621253,1
2394.92600,1,25,16777215,Wed Jul 22 14:53:46 2020,0,de0467d6,35787192114610183,谢谢
2373.72700,1,25,16777215,Wed Jul 22 14:53:53 2020,0,16a8118d,35787195660894213,1
2371.46200,1,25,16777215,Wed Jul 22 14:53:59 2020,0,e8bdf796,35787198428086341,1
1059.92900,1,25,16777215,Wed Jul 22 14:54:08 2020,0,25b4f996,35787203450241031,am又不是好人，无辜关他想折磨你p事
2389.09000,1,25,16777215,Wed Jul 22 14:54:11 2020,0,73095767,35787205176197127,1
1168.75900,1,25,16777215,Wed Jul 22 14:54:13 2020,0,7aa191f9,35787205935890435,、
2372.58900,1,25,16777215,Wed Jul 22 14:54:14 2020,0,876dc4b7,35787206336446471,1111111
1538.87800,1,25,16777215,Wed Jul 22 14:54:14 2020,0,83334c9,35787206788382725,最喜欢猎奇的内容了，恐怖的又不敢看
1022.82500,1,25,16777215,Wed Jul 22 14:54:22 2020,0,f2ff76ea,35787210902470727,777
2375.53500,1,25,16777215,Wed Jul 22 14:54:25 2020,0,fc786c41,35787212260376583,1
2375.93600,1,25,16777215,Wed Jul 22 14:54:33 2020,0,ba79e9dd,35787216475127815,1
1551.24800,1,25,16777215,Wed Jul 22 14:54:49 2020,0,f4359d09,35787224661360643,外面全是核弹坑，自由了也没用...
2382.46600,1,25,16777215,Wed Jul 22 14:55:01 2020,0,395c9ba9,35787231319293957,11111111
582.18500,5,25,15138834,Wed Jul 22 14:55:03 2020,0,552d0f2a,35787231984091139,注意左边石碑的左边那块藤蔓颜色不一样
2375.20400,1,25,16777215,Wed Jul 22 14:55:03 2020,0,9bb2c009,35787232390938629,1111111
2376.10100,1,25,16777215,Wed Jul 22 14:55:07 2020,0,d639ec90,35787234420457479,1111
2376.78900,1,25,16777215,Wed Jul 22 14:55:08 2020,0,b27f150f,35787234698854405,1
2375.53600,1,25,16777215,Wed Jul 22 14:55:10 2020,0,a0296c00,35787236212998151,1
2374.92300,1,25,16777215,Wed Jul 22 14:55:13 2020,0,ea04466,35787237624905733,1
2374.61400,1,25,16777215,Wed Jul 22 14:55:18 2020,0,84ea6722,35787240257880069,1
2377.73400,1,25,16777215,Wed Jul 22 14:55:18 2020,0,143ac3bd,35787240353824775,1
2378.85500,1,25,16777215,Wed Jul 22 14:55:32 2020,0,75695b14,35787247668690947,1
527.31800,1,25,16777215,Wed Jul 22 14:55:36 2020,0,16ead176,35787249557176327,尼达克就是那个背叛族人的犹太人
2376.39800,1,25,16777215,Wed Jul 22 14:55:38 2020,0,31ab24c4,35787250450038791,1
2377.62800,1,25,16777215,Wed Jul 22 14:55:44 2020,0,5ff58144,35787253638234119,1
2069.45400,1,25,16777215,Wed Jul 22 14:55:46 2020,0,6672235c,35787254947905541,ohhhhh
2384.33600,1,25,16777215,Wed Jul 22 14:55:50 2020,0,f9300907,35787256667570183,1
2383.37900,1,25,16777215,Wed Jul 22 14:55:51 2020,0,f173249d,35787257269977095,1
2394.32200,1,25,16777215,Wed Jul 22 14:55:56 2020,0,91f8cd8a,35787259989983235,1111111
334.86000,1,25,16777215,Wed Jul 22 14:55:59 2020,0,fa4aff9e,35787261626286083,光看攻略完全想不到游戏是这样的。
2393.19600,1,25,16777215,Wed Jul 22 14:56:23 2020,0,d84529a2,35787274153623555,1
2373.03900,1,25,16777215,Wed Jul 22 14:56:37 2020,0,3fdd61d4,35787281441226757,1
2377.69700,1,25,16777215,Wed Jul 22 14:56:40 2020,0,77d00925,35787283340197895,1
2375.55200,1,25,16777215,Wed Jul 22 14:56:41 2020,0,7d7c0fff,35787283576651779,1
2382.26700,1,25,16777215,Wed Jul 22 14:56:44 2020,0,9a83d58a,35787285278490629,1
2377.18300,1,25,16777215,Wed Jul 22 14:56:46 2020,0,6a3834c,35787286129410055,1
2378.50300,1,25,16777215,Wed Jul 22 14:56:50 2020,0,7c1795c4,35787288234426371,1
2377.59500,1,25,16777215,Wed Jul 22 14:56:55 2020,0,be3e6da6,35787290886799365,1
2371.37300,1,25,16777215,Wed Jul 22 14:56:59 2020,0,49306ef3,35787293109256195,11111111
2381.95900,1,25,16777215,Wed Jul 22 14:57:07 2020,0,1f7c07af,35787297191886853,1
397.99300,1,25,16777215,Wed Jul 22 14:57:08 2020,0,54c93b5a,35787297692581893,？？？？？？？？？？？？？？？
2331.33400,1,25,16777215,Wed Jul 22 14:57:10 2020,0,204d14ef,35787298644688901,感触很深
2372.60900,1,25,16777215,Wed Jul 22 14:57:13 2020,0,b35d68e9,35787300119511045,1
2388.27300,4,25,16777215,Wed Jul 22 14:57:21 2020,0,49306ef3,35787304832335875,1111
1654.54800,1,25,16777215,Wed Jul 22 14:57:27 2020,0,906dfad0,35787307988025351,修个东西也叫报应?
1025.91000,1,25,16777215,Wed Jul 22 14:57:43 2020,0,ac194733,35787316022738949,777
2384.02200,1,25,16777215,Wed Jul 22 14:57:47 2020,0,61bf99cc,35787318439182343,1
262.74700,1,25,16777215,Wed Jul 22 14:57:49 2020,0,9ceefe92,35787319040016389,疑惑5个人的，ar知道吧？
2373.42500,1,25,16777215,Wed Jul 22 14:57:54 2020,0,204d14ef,35787321972883459,1
1717.39500,1,25,16777215,Wed Jul 22 14:57:56 2020,0,83334c9,35787322816462855,地球上剩5个人了，自由有啥用
2374.74300,1,25,16777215,Wed Jul 22 14:58:06 2020,0,e9dff612,35787327947145223,1
2352.44100,1,25,16777215,Wed Jul 22 14:58:09 2020,0,535f74ed,35787329816756229,看完了。。。
